student_id,age,gaming_hours,study_hours,sleep_hours,attendance,social_activity,device_usage,reaction_time_ms,addiction_score,stress_level,grades,gender_Female,gender_Male,gender_Other,gaming_genre_Casual,gaming_genre_FPS,gaming_genre_RPG
4562,17,4.78,6.81,7.73,92.61,0.94,7.41,249.44,9.24,1,78.45,1,0,0,1,0,0
4563,23,1.62,9.25,4.93,79.19,3.8,6.68,309.39,6.64,2,95.88,0,1,0,1,0,0
4564,16,3.43,1.53,5.5,98.51,4.8,6.0,292.06,6.09,1,48.88,0,1,0,1,0,0
4565,22,5.57,2.51,5.74,100.0,0.54,10.91,249.13,12.82,0,41.77,0,1,0,0,1,0
4566,20,4.3,4.73,4.94,92.03,0.82,6.58,263.93,10.12,1,63.19,1,0,0,1,0,0
4567,23,0.15,4.35,4.06,70.33,1.1,4.01,320.22,1.93,1,63.1,1,0,0,0,1,0
4568,16,7.63,4.76,4.87,69.24,4.81,12.09,210.33,14.76,0,26.61,0,1,0,0,1,0
4569,22,6.76,2.86,8.04,70.15,3.48,9.89,245.98,16.11,0,34.95,0,1,0,0,0,1
4570,20,2.08,2.35,6.73,99.47,3.39,6.99,311.95,8.1,1,65.7,0,1,0,0,1,0
4571,19,4.93,5.58,5.71,73.41,2.53,10.56,254.33,17.39,1,64.03,1,0,0,0,0,1
4572,22,7.39,9.35,7.04,88.26,2.69,9.32,249.75,16.19,0,83.43434585024843,0,1,0,1,0,0
4573,17,0.77,4.53,7.7,98.36,1.45,1.94,320.71,2.47,1,87.34710212279455,1,0,0,1,0,0
4574,16,4.02,1.39,5.77,92.78,0.77,8.15,270.99,10.71,1,44.54,0,1,0,0,0,1
4575,16,3.65,7.36,6.33,83.9,3.9,7.66,282.55,6.58,1,82.43,0,1,0,0,0,1
4576,16,3.28,3.62,4.32,66.76,2.35,5.99,296.62,5.32,1,49.03,1,0,0,1,0,0
4577,20,6.68,3.21,6.99,67.0,1.28,11.61,241.26,15.66,0,25.39,0,1,0,0,0,1
4578,22,3.05,3.92,5.78,79.7,3.16,8.18,287.33,4.07,1,60.63,1,0,0,1,0,0
4579,17,0.51,7.51,6.17,98.08,1.05,3.17,308.53,0.09,1,95.6,0,1,0,1,0,0
4580,23,0.53,8.37,6.11,96.18,2.44,4.94,312.44,2.27,1,95.26,1,0,0,0,1,0
4581,19,0.34,6.29,7.16,66.65,0.95,4.55,322.93,4.8,1,92.02,1,0,0,0,1,0
4582,18,3.27,3.9,6.86,71.51,3.8,5.98,278.96,8.41,1,59.06,1,0,0,0,0,1
4583,23,5.75,3.79,6.11,83.55,1.6,11.6,245.97,11.39,0,43.33,0,1,0,1,0,0
4584,17,1.63,2.12,4.08,79.1,2.21,4.36,311.95,4.54,1,58.02,0,1,0,1,0,0
4585,18,5.17,9.4,7.1,64.77,3.77,9.27,262.79,13.56,0,101.24636980048577,0,1,0,0,0,1
4586,18,5.5,6.74,8.4,74.77,3.3,8.4,249.2,13.88,0,69.43,1,0,0,0,1,0
4587,16,2.04,1.24,7.85,98.19,2.0,3.1,313.05,6.7,1,62.62,1,0,0,0,1,0
4588,21,4.8,6.96,8.91,98.06,0.36,6.26,283.54,12.73,1,80.73,0,1,0,1,0,0
4589,17,5.48,5.02,4.7,82.38,4.61,7.64,264.39,13.18,0,51.35197149834196,0,1,0,0,0,1
4590,16,3.73,9.75,5.11,85.41,0.04,8.79,263.29,10.96,2,96.64,1,0,0,0,0,1
4591,17,2.69,8.37,6.7,68.88,3.67,5.9,291.79,7.45,1,89.09,0,1,0,1,0,0
4592,21,4.95,2.54,5.18,89.68,4.73,8.89,266.49,13.55,1,51.54920051299548,0,1,0,1,0,0
4593,19,7.82,7.48,4.17,62.1,1.53,13.54,210.31,16.92,2,50.1788944982729,0,1,0,0,0,1
4594,21,3.41,5.37,6.01,68.83,0.38,5.15,291.0,7.28,1,66.42,1,0,0,0,0,1
4595,24,3.13,2.68,5.44,60.24,1.25,8.44,284.53,7.52,1,36.12,1,0,0,1,0,0
4596,23,3.71,7.29,5.32,75.43,1.57,6.61,286.71,9.74,2,77.66,0,0,1,0,1,0
4597,16,0.61,5.93,8.77,94.01,2.26,3.3,309.62,2.05,1,97.77,0,1,0,0,0,1
4598,23,4.43,1.27,5.19,99.3,2.63,8.56,271.68,12.95,1,37.17,1,0,0,0,1,0
4599,24,2.63,6.82,4.65,86.71,3.63,8.12,293.76,8.11,1,80.15,1,0,0,1,0,0
4600,21,0.97,6.71,4.63,89.79,4.5,3.71,310.25,5.44,1,88.77,0,1,0,1,0,0
4601,20,3.73,2.3,8.03,70.51,2.32,8.54,280.15,5.64,1,50.64,1,0,0,1,0,0
4602,21,0.03,4.14,7.57,80.81,3.73,1.13,318.27,-0.83,1,73.37,0,1,0,0,1,0
4603,21,3.21,6.27,4.65,89.46,0.64,7.33,269.65,10.36,1,79.88,0,1,0,0,0,1
4604,24,0.85,2.25,5.1,79.89,1.64,5.0,289.38,3.82,1,55.22,0,1,0,0,1,0
4605,19,0.19,8.67,7.74,63.54,0.59,3.97,311.55,4.38,1,92.28,0,1,0,0,1,0
4606,17,6.6,1.25,5.37,89.63,3.46,12.29,248.71,16.55,0,27.51212485293937,1,0,0,0,0,1
4607,24,7.33,1.93,8.91,68.78,4.54,13.02,221.65,15.64,0,30.41,0,1,0,1,0,0
4608,17,1.66,2.04,6.7,63.91,4.45,4.37,310.69,8.26,1,58.53,0,1,0,0,1,0
4609,24,4.31,5.75,4.96,79.12,1.63,7.59,282.19,8.93,1,59.54,0,1,0,0,1,0
4610,17,2.22,6.58,8.29,62.98,1.17,7.18,298.09,5.43,1,83.16,1,0,0,0,0,1
4611,23,3.95,4.63,5.6,85.18,1.37,9.17,270.94,12.15,1,57.93,1,0,0,0,1,0
4612,24,3.49,3.6,5.44,85.62,1.44,6.58,288.37,6.7,1,49.62,1,0,0,0,1,0
4613,24,2.15,8.28,5.64,70.27,0.41,4.9,305.77,3.09,2,80.53,1,0,0,0,0,1
4614,24,5.6,1.61,7.84,98.58,0.67,10.7,250.55,12.21,0,51.06086937544521,0,1,0,0,0,1
4615,17,1.01,3.52,4.87,92.98,1.07,3.89,308.73,5.1,1,77.62,0,1,0,0,0,1
4616,19,0.42,1.35,5.91,64.38,0.04,3.45,306.83,6.63,1,49.13,1,0,0,0,1,0
4617,22,6.14,1.13,4.15,89.94,0.24,7.82,249.18,13.13,0,26.86,0,1,0,0,1,0
4618,17,5.33,4.18,8.13,74.12,3.49,9.04,235.37,11.07,0,60.72,0,1,0,0,1,0
4619,16,3.99,2.75,5.7,90.01,3.1,6.62,269.19,11.76,1,49.7,1,0,0,0,1,0
4620,18,3.74,3.42,5.24,92.03,4.73,7.69,266.59,8.22,1,57.81,0,1,0,0,1,0
4621,19,3.98,8.39,6.9,66.06,2.01,7.22,271.36,8.69,1,84.32,0,1,0,1,0,0
4622,23,3.5,2.47,7.52,86.47,2.22,8.24,270.05,10.2,1,55.22,0,1,0,0,1,0
4623,21,3.14,8.02,8.06,94.51,0.34,5.53,263.19,9.76,1,96.07987940052212,0,1,0,0,1,0
4624,17,4.0,7.08,5.74,72.93,0.76,5.86,265.46,9.07,2,72.01,1,0,0,0,1,0
4625,24,4.23,3.94,8.06,63.21,3.46,8.74,264.48,10.01,1,69.99239904973058,1,0,0,0,0,1
4626,17,5.54,5.92,6.32,61.09,1.18,8.46,264.17,17.18,0,50.28,1,0,0,0,1,0
4627,20,5.69,5.0,4.51,64.4,3.87,9.51,245.31,11.95,0,50.25,1,0,0,0,1,0
4628,19,3.02,2.16,8.23,60.17,3.53,8.73,275.28,7.78,1,68.35815300909086,0,1,0,0,1,0
4629,22,3.31,9.16,6.74,73.08,3.74,6.73,268.36,7.55,1,84.44,0,1,0,1,0,0
4630,23,2.99,6.13,7.01,71.97,3.45,4.75,295.55,7.96,1,75.1,0,1,0,1,0,0
4631,20,4.29,8.92,8.69,64.41,3.54,7.42,266.29,9.21,1,85.63,0,1,0,1,0,0
4632,20,3.63,8.41,6.8,86.04,2.73,7.02,279.16,10.59,1,87.8,0,0,1,0,1,0
4633,17,7.12,1.72,4.03,99.68,3.39,11.95,219.12,16.55,0,21.62,1,0,0,0,1,0
4634,23,5.57,2.87,8.35,96.04,2.63,7.55,235.61,11.49,0,51.88,0,1,0,0,0,1
4635,17,7.19,2.31,5.42,70.11,1.03,9.92,224.7,14.62,0,15.16,0,1,0,0,1,0
4636,21,5.67,8.48,6.51,90.8,1.09,6.92,268.19,11.91,0,85.99716617933741,0,1,0,0,0,1
4637,23,7.77,8.76,5.02,97.47,2.03,12.28,215.85,18.69,2,68.39128662950736,0,1,0,0,0,1
4638,21,5.09,5.75,5.48,96.25,0.07,9.81,252.66,12.47,0,66.08,0,1,0,0,0,1
4639,19,7.71,1.94,7.43,95.38,4.45,11.0,227.61,17.53,0,30.23,1,0,0,0,0,1
4640,19,1.27,2.22,6.15,91.46,1.34,4.96,298.51,2.83,1,74.35,1,0,0,0,1,0
4641,21,0.42,8.32,7.14,71.72,0.26,5.17,319.74,1.78,1,99.0,1,0,0,1,0,0
4642,19,4.63,9.36,8.12,63.34,2.12,6.97,256.13,10.42,1,85.91,0,1,0,1,0,0
4643,23,7.87,2.8,5.7,79.51,4.08,11.9,214.55,17.99,0,27.234716928091053,0,1,0,0,0,1
4644,24,3.34,1.1,6.84,62.19,1.99,9.16,307.1,9.69,1,41.61533174384684,1,0,0,0,1,0
4645,16,1.7,3.98,7.89,99.94,1.31,5.99,290.23,4.36,1,81.83,1,0,0,1,0,0
4646,19,4.17,1.27,7.58,74.33,2.72,5.56,277.91,9.18,1,46.9,1,0,0,1,0,0
4647,19,5.19,8.45,6.7,98.33,2.87,7.64,248.3,11.66,0,95.86472971993044,1,0,0,0,0,1
4648,17,2.52,5.42,5.92,90.92,3.8,6.12,274.35,6.6,1,62.25,1,0,0,0,0,1
4649,21,5.72,6.78,6.04,76.45,4.0,7.08,250.46,10.82,0,65.12,1,0,0,1,0,0
4650,18,7.8,4.7,6.17,64.73,3.53,12.18,212.99,18.83,0,26.67,0,1,0,0,0,1
4651,22,7.18,4.11,5.74,69.49,0.02,11.45,229.91,16.47,0,26.83,1,0,0,1,0,0
4652,20,2.33,3.0,7.5,86.92,0.01,7.71,284.08,5.85,1,65.33,0,1,0,1,0,0
4653,19,2.61,7.93,4.63,93.2,4.89,6.11,301.2,6.72,2,79.32,0,1,0,1,0,0
4654,20,2.97,7.26,8.84,99.18,1.32,7.43,268.94,7.0,1,97.6,1,0,0,0,0,1
4655,23,3.16,4.25,7.89,65.29,1.41,5.07,288.84,7.28,1,74.99,0,1,0,0,1,0
4656,18,0.8,3.89,5.49,66.24,3.66,1.81,313.25,4.96,1,56.0,0,1,0,0,0,1
4657,22,6.1,1.01,4.21,61.7,2.91,7.96,244.51,13.43,0,14.37,0,1,0,0,1,0
4658,21,2.92,1.57,7.56,70.41,2.32,4.23,277.38,6.9,1,55.68,0,1,0,0,0,1
4659,16,7.04,6.61,7.67,92.84,0.58,10.18,237.24,18.5,0,63.74,0,1,0,1,0,0
4660,22,7.42,5.63,8.82,67.93,0.41,10.76,233.21,17.05,0,56.68,0,1,0,0,0,1
4661,22,0.2,4.91,5.27,81.91,3.52,4.42,321.54,3.38,1,79.84,0,1,0,0,1,0
4662,16,7.91,8.45,4.41,77.86,0.62,9.61,222.39,16.96,2,62.5306647053331,0,1,0,0,1,0
4663,24,5.68,5.54,8.58,73.03,2.18,7.75,240.39,11.63,0,67.59,0,0,1,0,1,0
4664,21,4.16,4.46,5.29,84.73,3.68,9.15,278.86,11.71,1,69.50509008651692,0,1,0,1,0,0
4665,17,3.12,2.45,7.61,80.09,4.62,7.0,282.53,11.58,1,56.4,0,1,0,1,0,0
4666,20,4.15,8.39,4.3,73.39,4.37,5.3,264.07,6.23,2,75.8,1,0,0,1,0,0
4667,19,2.6,6.19,7.8,87.55,4.32,7.84,278.78,6.91,1,84.86,1,0,0,0,1,0
4668,22,4.98,1.83,4.64,71.2,1.79,9.13,269.46,10.33,1,22.0,1,0,0,0,1,0
4669,23,0.74,6.84,7.48,85.73,4.64,2.67,324.96,0.96,1,100.0,0,1,0,1,0,0
4670,16,4.97,4.83,6.66,98.29,3.42,7.23,266.11,13.52,1,60.18,1,0,0,0,1,0
4671,20,2.2,8.3,8.78,89.16,4.43,5.97,300.02,5.97,1,100.0,1,0,0,0,0,1
4672,18,0.14,9.27,4.18,76.74,0.44,3.94,330.04,3.63,2,97.93,1,0,0,1,0,0
4673,16,4.42,6.4,5.46,89.9,0.2,9.45,263.34,10.02,1,64.15,1,0,0,0,0,1
4674,18,4.63,7.58,4.35,92.37,2.15,7.42,285.78,9.37,2,66.79,1,0,0,0,0,1
4675,21,3.41,1.51,8.4,73.03,4.14,7.16,268.48,6.66,1,53.96,1,0,0,0,1,0
4676,22,0.58,6.04,6.97,88.21,2.04,4.49,310.61,6.01,1,91.7,1,0,0,1,0,0
4677,23,7.15,7.8,6.67,77.38,4.42,10.94,226.48,17.75,0,64.09045461920309,0,1,0,0,1,0
4678,19,4.89,5.47,4.66,92.74,1.17,6.25,261.96,8.36,1,49.75,1,0,0,0,1,0
4679,18,0.93,6.34,6.45,71.82,0.2,3.99,326.15,5.67,1,87.61,1,0,0,0,0,1
4680,20,4.09,9.09,5.99,97.51,3.81,6.78,268.54,9.01,2,76.58,0,1,0,0,1,0
4681,24,3.98,2.78,5.58,82.99,3.13,9.94,276.46,11.85,1,49.76,0,0,1,0,0,1
4682,21,0.48,1.88,7.86,74.13,2.2,3.81,285.16,2.72,1,69.96,0,1,0,0,0,1
4683,24,4.85,7.22,4.31,76.77,4.23,8.03,266.08,8.42,2,52.98,0,1,0,0,1,0
4684,21,6.47,8.41,7.23,73.91,4.12,9.89,252.34,12.99,0,76.26941267463728,1,0,0,0,1,0
4685,17,5.99,8.65,8.11,65.85,1.62,11.59,249.35,17.49,0,80.49620269983933,0,1,0,0,1,0
4686,20,1.62,6.77,8.54,62.74,4.19,5.68,289.9,7.15,1,95.45,0,1,0,0,1,0
4687,24,6.9,8.5,7.73,72.87,1.73,9.85,225.2,13.23,0,82.93732463867757,0,1,0,0,1,0
4688,23,2.74,7.31,5.41,78.35,3.11,8.3,281.57,8.68,2,73.2,0,1,0,1,0,0
4689,22,7.57,1.79,7.0,74.47,0.96,13.22,217.07,17.54,0,28.30729184548472,0,1,0,0,1,0
4690,16,0.57,7.86,4.71,60.56,1.32,2.89,328.92,4.58,2,82.48,0,1,0,0,1,0
4691,19,3.89,2.61,4.59,83.16,2.24,6.86,278.0,8.86,1,33.88,0,1,0,0,1,0
4692,22,4.78,3.13,7.19,65.79,1.57,10.61,277.09,10.94,1,49.24,0,0,1,0,0,1
4693,22,1.98,4.55,8.26,68.44,0.65,5.69,293.35,7.29,1,97.41910563523614,0,0,1,1,0,0
4694,21,6.17,3.83,4.34,64.83,2.41,9.33,238.31,16.3,0,32.49,0,1,0,1,0,0
4695,23,5.02,3.89,4.53,80.82,2.56,7.0,252.73,11.82,0,43.86,1,0,0,0,0,1
4696,21,0.14,2.52,6.83,63.81,0.79,3.06,313.7,2.88,1,65.91,0,1,0,0,1,0
4697,18,4.87,3.64,5.09,70.25,0.87,9.03,256.62,9.43,1,38.81,0,1,0,0,1,0
4698,19,3.93,1.18,7.06,78.07,0.15,5.12,285.06,5.9,1,38.75,0,1,0,0,1,0
4699,18,1.57,5.26,5.07,66.71,0.15,2.99,310.3,1.15,1,81.37991517963299,0,0,1,1,0,0
4700,16,7.97,7.92,4.58,77.85,1.79,9.0,227.07,18.56,2,59.08582121884935,1,0,0,0,0,1
4701,20,7.18,8.76,6.73,73.71,0.73,9.27,217.24,14.63,0,71.00086126689163,0,1,0,0,1,0
4702,16,2.34,8.38,8.31,94.42,4.6,4.25,294.87,7.29,1,100.0,0,1,0,1,0,0
4703,16,4.33,4.75,7.43,91.8,1.0,9.58,264.93,10.08,1,60.21,0,1,0,1,0,0
4704,17,2.53,7.57,8.09,99.71,0.33,4.46,303.7,6.0,1,94.45,1,0,0,1,0,0
4705,19,6.2,3.59,5.33,81.16,2.02,10.51,254.55,12.94,0,32.07,1,0,0,0,1,0
4706,21,7.44,1.5,8.43,83.02,0.96,9.03,232.14,15.02,0,16.83,0,1,0,0,1,0
4707,23,2.87,7.08,5.89,97.87,0.31,6.84,264.58,4.31,2,88.05,1,0,0,0,1,0
4708,18,6.44,6.84,8.26,75.98,3.76,9.62,241.36,13.83,0,57.74,0,1,0,0,0,1
4709,16,3.99,8.21,6.36,82.23,2.79,7.03,265.59,8.69,1,76.71,1,0,0,0,0,1
4710,18,3.17,6.54,5.34,75.16,0.29,8.45,286.01,5.59,1,70.55,1,0,0,1,0,0
4711,18,7.51,2.41,5.3,81.83,2.34,9.35,218.46,16.79,0,14.52,0,1,0,0,1,0
4712,20,4.08,8.68,6.84,63.23,0.19,8.06,273.66,11.3,1,74.04,1,0,0,0,0,1
4713,19,3.74,6.65,4.4,91.35,1.77,8.85,252.94,8.71,1,63.1,1,0,0,1,0,0
4714,19,5.38,8.27,8.65,99.41,1.82,9.95,241.58,10.63,0,98.19770014450538,0,1,0,0,1,0
4715,24,2.09,7.97,5.36,62.63,4.11,8.01,286.12,10.6,2,80.32,0,1,0,0,1,0
4716,22,2.6,3.68,5.68,92.04,3.68,3.61,283.34,6.22,1,56.46,1,0,0,0,0,1
4717,19,7.46,1.67,5.17,69.67,4.48,12.88,234.37,12.87,0,18.13,0,1,0,1,0,0
4718,18,5.43,2.59,4.02,67.9,0.7,9.5,238.29,12.04,0,23.13,0,1,0,1,0,0
4719,21,6.61,1.84,7.46,87.73,2.67,7.62,234.27,12.42,0,35.86,0,1,0,1,0,0
4720,18,2.17,3.19,6.95,61.77,0.1,5.5,287.8,4.55,1,58.54,1,0,0,1,0,0
4721,21,4.35,5.14,8.05,78.53,4.13,9.19,274.68,13.3,1,68.94,1,0,0,0,0,1
4722,24,7.77,9.16,4.21,60.06,1.83,9.68,224.84,17.0,2,55.88479805367045,1,0,0,0,1,0
4723,21,2.55,8.85,8.64,82.18,0.35,6.94,279.73,8.57,1,97.28,1,0,0,1,0,0
4724,19,1.28,7.47,5.65,78.48,1.62,2.98,293.85,3.13,2,100.0,0,1,0,1,0,0
4725,20,4.09,1.22,8.57,96.62,1.43,9.11,265.39,12.4,1,50.24,1,0,0,0,1,0
4726,21,3.1,4.07,4.54,88.81,3.83,6.94,266.32,7.37,1,62.43,1,0,0,0,1,0
4727,18,1.28,7.14,7.72,65.04,0.63,2.45,320.9,3.61,1,100.04779722291003,0,1,0,0,0,1
4728,23,7.11,2.16,6.9,74.18,2.78,8.56,234.64,15.92,0,19.37,0,1,0,1,0,0
4729,19,7.93,8.21,5.79,97.26,3.97,13.25,215.7,17.27,2,70.03387335906189,0,1,0,0,1,0
4730,23,4.55,9.23,4.4,89.01,3.7,5.72,254.86,5.49,2,88.06,1,0,0,1,0,0
4731,18,6.2,4.19,7.02,83.77,4.68,8.69,233.53,10.26,0,49.74,1,0,0,1,0,0
4732,22,6.87,7.35,4.13,82.36,0.0,10.7,241.27,20.28,2,68.14151039738456,1,0,0,1,0,0
4733,24,5.61,2.33,6.51,75.92,1.77,7.68,236.15,13.56,0,29.95,0,0,1,0,0,1
4734,19,0.35,7.22,7.02,83.41,1.85,2.47,314.02,3.16,1,99.31,0,1,0,1,0,0
4735,23,1.26,1.19,7.66,90.87,0.17,6.14,310.62,7.8,1,70.46,1,0,0,0,1,0
4736,18,0.57,2.36,8.96,65.1,4.09,3.02,307.3,0.12,1,70.86,1,0,0,0,1,0
4737,22,0.08,7.39,5.3,98.79,3.44,1.27,308.92,-0.69,2,100.0,0,1,0,0,1,0
4738,18,2.45,7.41,5.61,69.57,2.64,7.06,298.98,5.0,2,68.7,0,0,1,0,1,0
4739,22,3.14,6.77,5.71,77.91,2.03,8.91,271.0,13.88,1,74.81,0,1,0,0,1,0
4740,21,1.93,5.3,7.66,60.91,4.48,7.09,294.06,4.44,1,87.76,1,0,0,0,1,0
4741,17,0.52,7.07,8.66,82.01,1.32,4.26,314.91,5.42,1,95.35,1,0,0,1,0,0
4742,18,4.24,7.96,8.87,75.27,1.67,7.36,263.08,8.72,1,91.61,1,0,0,0,0,1
4743,21,2.19,9.7,8.73,69.99,4.76,7.82,281.74,7.37,1,100.0,1,0,0,1,0,0
4744,19,6.37,9.0,8.4,99.42,0.32,11.2,237.97,17.7,0,99.49641369548678,0,1,0,0,1,0
4745,21,0.06,8.15,8.95,77.13,3.9,3.91,322.68,2.62,1,100.0,1,0,0,0,1,0
4746,16,6.74,7.25,5.88,76.57,3.59,12.14,231.83,15.92,2,71.95767642814612,0,1,0,0,1,0
4747,16,7.64,6.17,8.74,78.52,4.51,11.65,232.87,21.82,0,47.57,1,0,0,0,1,0
4748,18,5.73,2.09,7.81,64.65,0.45,11.6,248.69,10.73,0,35.09,1,0,0,0,1,0
4749,23,5.87,2.49,4.84,75.72,4.85,11.16,243.51,12.5,0,27.28,1,0,0,0,1,0
4750,23,7.47,8.38,4.23,73.46,0.14,11.22,223.11,16.2,2,67.84872014163939,0,1,0,0,0,1
4751,19,1.67,8.23,5.07,78.6,1.69,7.28,302.28,8.23,2,94.27,1,0,0,0,1,0
4752,21,7.96,6.53,7.89,94.26,0.42,10.67,235.75,16.27,0,46.22,1,0,0,0,1,0
4753,23,6.19,4.95,7.16,67.71,0.26,10.69,246.94,16.57,0,44.64,1,0,0,0,1,0
4754,22,5.81,1.23,5.12,84.31,4.82,7.67,240.63,9.11,0,14.33,0,1,0,1,0,0
4755,22,2.89,3.94,7.71,61.51,3.6,8.37,296.25,10.82,1,63.47,0,1,0,0,1,0
4756,19,4.37,4.79,4.71,72.67,2.53,6.61,258.71,11.65,1,60.02,0,1,0,0,1,0
4757,24,5.23,5.37,8.11,78.91,0.54,10.98,274.53,11.19,0,63.42,1,0,0,0,1,0
4758,21,4.96,9.36,7.97,62.97,2.63,6.04,258.87,10.39,1,86.54,1,0,0,1,0,0
4759,18,5.64,1.98,8.86,81.76,1.6,10.05,243.54,12.95,0,50.57,0,0,1,0,0,1
4760,20,0.66,5.67,4.75,72.41,1.36,2.41,317.67,3.1,1,70.22,0,1,0,0,1,0
4761,20,2.85,4.31,8.53,99.71,3.09,7.7,282.69,10.45,1,85.77,0,1,0,0,0,1
4762,20,3.47,9.91,5.71,85.24,3.95,6.93,282.79,7.3,2,100.0,1,0,0,0,0,1
4763,23,2.09,8.76,6.08,69.77,2.22,7.64,295.84,7.69,1,92.55435896451584,1,0,0,0,1,0
4764,24,1.38,4.95,6.34,64.11,2.47,5.96,289.65,5.54,1,81.74,1,0,0,0,1,0
4765,24,1.11,10.0,7.13,61.63,3.26,5.95,305.98,4.89,1,100.0,1,0,0,1,0,0
4766,21,2.93,5.63,8.97,63.63,0.62,4.53,289.85,9.57,1,74.84,0,1,0,0,0,1
4767,21,3.95,2.5,7.0,87.2,4.14,5.43,273.73,8.96,1,59.12,1,0,0,0,0,1
4768,24,0.5,6.0,8.63,94.2,4.18,5.75,326.56,1.2,1,99.68,1,0,0,0,1,0
4769,19,7.57,3.04,5.28,66.27,2.71,9.7,232.28,17.68,0,15.29,1,0,0,1,0,0
4770,21,6.12,6.73,5.99,76.09,0.94,11.45,244.14,18.11,0,68.06,0,1,0,0,1,0
4771,19,5.85,9.44,6.52,74.17,2.5,7.56,251.9,12.83,0,82.86447207365738,0,1,0,0,1,0
4772,16,1.38,8.08,5.61,85.78,0.53,3.92,298.52,6.73,2,100.0,0,1,0,0,0,1
4773,22,4.83,3.46,8.88,67.31,3.82,10.47,265.64,11.64,1,53.72,1,0,0,0,0,1
4774,21,4.24,3.67,7.63,98.13,1.56,9.44,272.71,11.91,1,66.81,0,1,0,1,0,0
4775,24,7.86,1.62,6.39,89.14,1.56,9.13,213.29,13.23,0,20.41,0,1,0,0,1,0
4776,22,5.98,3.57,7.76,98.2,4.73,9.22,255.97,12.36,0,53.07,0,1,0,0,0,1
4777,22,4.61,1.83,6.34,71.09,2.11,10.16,287.01,12.33,1,30.78,1,0,0,0,1,0
4778,17,6.81,5.5,4.09,83.51,3.95,7.88,243.74,15.49,0,40.26,0,1,0,1,0,0
4779,24,1.24,7.38,6.72,89.29,3.19,2.78,284.82,4.12,1,97.29,1,0,0,0,1,0
4780,24,0.12,7.76,7.13,88.44,1.58,4.35,314.29,4.92,1,99.24,0,1,0,0,0,1
4781,21,5.52,1.54,8.91,60.85,0.62,7.04,240.97,8.74,0,40.16,0,1,0,0,1,0
4782,18,0.79,4.06,4.2,99.93,3.99,4.03,307.6,6.14,1,72.36,1,0,0,0,0,1
4783,16,0.92,3.59,6.56,97.12,3.81,4.46,315.82,2.18,1,71.37,0,1,0,0,0,1
4784,19,5.96,1.94,4.49,64.79,0.85,11.26,241.3,12.11,0,21.02,0,1,0,0,1,0
4785,18,2.16,4.26,4.74,81.74,1.25,7.95,312.93,9.29,1,62.79,0,1,0,0,0,1
4786,16,5.03,3.69,7.05,72.58,3.83,8.59,230.83,9.62,0,45.24,1,0,0,0,1,0
4787,18,7.34,6.71,5.16,95.16,4.92,10.89,229.44,19.28,0,45.68,1,0,0,1,0,0
4788,19,2.53,8.95,7.75,87.9,4.22,7.16,293.43,3.01,1,99.1,0,1,0,0,0,1
4789,23,1.74,5.09,6.57,68.94,3.42,3.7,286.93,2.95,1,77.86,0,1,0,1,0,0
4790,24,0.85,7.72,5.09,61.35,4.58,6.55,298.92,6.3,2,82.0,0,0,1,0,1,0
4791,18,1.04,2.31,6.47,71.67,1.43,2.05,315.08,3.93,1,74.98329592831172,1,0,0,0,1,0
4792,21,0.5,9.05,4.0,61.53,0.05,1.51,333.28,-3.76,2,91.63348795563591,0,1,0,0,1,0
4793,20,0.7,2.37,8.31,65.65,1.6,4.83,332.06,2.14,1,65.12,1,0,0,0,1,0
4794,21,3.46,2.73,4.06,85.45,4.86,6.17,275.01,4.84,1,44.89,1,0,0,0,1,0
4795,19,2.57,1.96,4.04,89.8,4.41,5.56,302.67,6.91,1,48.25,1,0,0,0,1,0
4796,21,5.65,3.79,7.06,78.72,0.25,7.76,251.51,12.46,0,62.089784336655846,0,1,0,1,0,0
4797,22,6.96,5.97,8.87,84.01,2.51,10.0,245.65,14.94,0,72.06506070510335,0,1,0,0,0,1
4798,24,6.28,9.89,8.28,66.24,0.4,11.42,242.53,14.92,0,94.26968367701548,0,1,0,0,0,1
4799,22,4.25,8.14,5.26,72.67,3.95,8.75,257.65,8.55,2,66.18,1,0,0,1,0,0
4800,21,0.82,4.42,4.98,88.52,1.86,2.29,326.18,0.91,1,68.95,1,0,0,0,1,0
4801,16,5.68,6.18,7.13,74.6,4.56,6.96,270.47,14.13,0,65.51,0,1,0,1,0,0
4802,17,2.9,6.61,8.11,73.95,0.27,6.43,280.99,6.59,1,84.13,1,0,0,0,0,1
4803,16,0.69,8.4,5.81,67.76,3.67,5.34,321.09,2.56,2,86.53,1,0,0,0,1,0
4804,24,6.74,7.63,6.16,83.79,2.0,11.06,237.67,17.92,0,67.91468837776014,0,0,1,1,0,0
4805,24,2.71,6.12,4.58,92.38,1.34,8.03,309.29,5.72,1,71.48,1,0,0,0,0,1
4806,22,1.75,7.02,4.76,78.78,2.59,3.42,284.07,7.29,2,91.47,0,0,1,0,0,1
4807,17,6.97,7.71,6.84,64.62,2.43,11.0,234.58,19.08,0,58.99001095906928,0,1,0,1,0,0
4808,21,7.22,2.2,4.51,93.53,1.74,12.05,218.89,14.82,0,22.57,1,0,0,1,0,0
4809,19,2.71,2.8,5.01,62.86,3.24,8.4,271.61,10.11,1,50.22,1,0,0,1,0,0
4810,16,2.84,7.2,5.17,78.87,3.31,4.34,284.76,2.11,2,71.78,0,1,0,0,0,1
