Arrondissement,Size_sqm,Rooms,Floor,Year_Built,Condition,Distance_to_Center_km,Price_EUR,Location_Apartment,Location_Loft,Location_Penthouse,Location_Studio
7,124,1,2,1891,2,12.96,1196793.04,0,0,0,1
6,134,5,9,1922,3,11.52,2157228.27,0,0,1,0
12,144,4,7,1913,3,9.86,1514344.8,0,0,1,0
12,165,5,2,1938,3,2.7,1920703.38,0,0,0,1
13,34,4,1,2002,1,11.07,294222.15,0,0,1,0
14,117,4,5,1948,3,6.7,1226372.32,1,0,0,0
1,132,4,2,1908,0,0.6,2236420.15,0,0,0,1
3,140,1,8,1884,1,12.77,1741990.07,0,0,0,1
17,191,3,6,1879,3,5.42,3719820.99,0,1,0,0
1,158,3,3,1932,3,13.19,1735231.5,0,0,1,0
14,187,5,9,1883,0,4.47,3451231.41,0,0,0,1
3,20,2,8,1930,0,10.21,386805.78,0,0,0,1
3,89,2,1,1877,3,12.13,972133.96,1,0,0,0
11,180,5,9,1870,2,10.4,1736568.07,0,0,1,0
5,117,3,3,1961,1,5.04,2075972.51,0,1,0,0
5,73,1,7,1905,3,9.88,1448229.29,1,0,0,0
20,49,3,7,1856,0,10.9,767350.14,0,0,0,1
12,186,1,9,1966,1,9.72,3319472.37,0,0,0,1
14,77,4,0,1982,1,14.73,1149913.05,0,1,0,0
3,17,4,2,1965,1,7.3,326508.65,1,0,0,0
4,126,5,0,1973,2,11.02,2402354.2,0,1,0,0
14,165,2,1,1928,1,1.53,2127400.51,0,0,1,0
8,41,2,7,1928,3,4.11,638636.98,0,0,1,0
8,61,5,7,1945,3,8.95,706335.44,0,0,1,0
10,130,1,1,1928,1,5.68,1385566.94,0,0,0,1
13,135,5,5,2008,3,2.27,1923281.02,0,0,1,0
8,167,3,0,1950,0,10.12,1836945.67,0,1,0,0
4,70,5,4,1871,0,3.34,953103.59,0,0,0,1
20,30,2,0,2020,3,7.14,473548.96,1,0,0,0
12,144,4,1,1943,1,9.14,2038247.55,0,0,1,0
13,83,5,2,1954,2,8.78,1581008.64,0,1,0,0
18,184,1,3,1935,0,12.74,1704734.87,0,0,0,1
3,36,2,5,1959,3,13.2,360495.91,1,0,0,0
1,85,1,0,1981,1,7.93,916478.12,0,0,1,0
2,96,3,0,1877,0,3.9,1199798.31,1,0,0,0
17,197,4,1,1936,0,11.38,3745775.85,0,0,1,0
14,70,1,1,1962,3,6.94,889121.15,0,1,0,0
18,53,5,1,2000,2,10.24,747656.63,0,0,0,1
3,44,2,3,1916,3,12.22,634462.4,0,0,1,0
17,160,2,5,1917,1,14.89,2359864.4,0,0,0,1
18,66,2,4,1927,0,12.95,605114.58,0,0,1,0
19,189,4,7,1977,2,13.61,3675767.86,1,0,0,0
14,169,1,0,1873,3,8.29,3281432.84,0,0,0,1
8,97,1,2,1911,0,5.96,1115144.29,1,0,0,0
4,36,3,2,2018,3,8.29,679089.17,0,1,0,0
10,45,2,0,1887,3,5.15,520731.15,0,0,0,1
1,124,3,2,1906,3,1.52,1936741.11,0,0,0,1
6,49,2,3,1934,2,8.4,503795.71,0,1,0,0
17,179,1,4,1865,1,2.95,3484302.72,0,0,1,0
12,75,2,0,1949,2,14.05,1060602.41,0,0,0,1
4,185,1,6,1984,2,3.39,3299567.21,1,0,0,0
14,85,4,3,1927,3,6.96,974747.9,0,0,1,0
9,110,3,1,1974,0,6.98,1805234.68,1,0,0,0
15,154,1,5,1907,3,1.77,2424947.49,0,0,1,0
16,160,5,6,2003,2,3.54,1637046.09,0,0,0,1
6,93,4,0,1885,3,3.1,1826091.39,0,0,1,0
19,199,5,6,1971,1,2.08,1929183.36,1,0,0,0
17,101,5,2,1936,3,9.68,1223220.39,1,0,0,0
1,111,1,6,1852,3,12.48,1595437.85,0,0,0,1
16,45,2,8,1850,0,8.65,858999.41,0,0,1,0
5,194,2,1,2007,3,12.31,1897723.79,0,0,0,1
18,140,4,9,1964,1,3.94,1342211.44,0,1,0,0
11,184,3,7,1890,0,8.13,2891291.52,0,0,0,1
11,76,3,1,1979,3,5.98,1257951.04,0,0,1,0
19,128,5,6,1871,3,1.55,1550739.96,0,0,1,0
17,88,1,4,2015,1,3.43,1347962.28,1,0,0,0
8,102,1,4,1906,0,0.59,925865.63,1,0,0,0
3,135,4,8,1917,2,13.93,1279660.88,0,1,0,0
10,131,2,7,1934,3,8.43,2566288.41,0,0,1,0
18,197,5,0,1867,3,11.07,2885640.06,0,1,0,0
12,115,5,8,1863,2,11.52,1372416.71,0,0,0,1
19,146,2,7,1969,1,8.89,2047518.36,0,0,1,0
15,122,1,4,1868,0,1.76,1435760.13,0,0,1,0
7,40,1,0,1931,1,12.53,651879.71,0,0,0,1
1,145,2,2,1866,3,4.84,2755963.83,0,1,0,0
8,90,1,2,1956,3,12.05,1057167.23,0,0,1,0
11,168,3,3,1966,0,9.22,3331308.79,1,0,0,0
10,60,4,5,1911,1,6.97,1059670.06,1,0,0,0
17,39,2,9,2006,0,7.23,341253.25,0,0,0,1
16,148,4,8,1927,1,8.41,1515081.57,1,0,0,0
9,104,1,3,1912,3,2.04,1766263.67,1,0,0,0
8,82,5,1,1991,2,12.18,1045445.24,0,1,0,0
15,63,4,0,1862,3,9.47,1231349.19,1,0,0,0
17,140,2,4,2005,0,6.72,2240108.97,0,0,0,1
3,182,2,6,1928,0,5.34,1504235.49,1,0,0,0
5,95,4,3,1895,2,9.2,1601511.83,0,0,0,1
9,26,2,2,2011,0,14.08,474931.95,0,0,1,0
11,148,5,5,1867,0,5.25,2777777.64,0,0,1,0
9,137,5,6,1897,3,8.97,1743136.8,0,0,0,1
7,98,3,4,1897,3,5.66,1785253.16,0,0,0,1
5,83,3,2,1971,1,11.23,937023.88,1,0,0,0
15,195,5,2,1942,2,4.65,1838709.29,0,1,0,0
14,168,5,8,1860,2,10.71,2852000.41,1,0,0,0
7,120,5,6,1863,2,10.59,1586970.71,0,1,0,0
15,52,4,1,2018,3,12.41,473854.04,0,0,1,0
3,159,1,2,1850,2,8.68,2782928.65,0,0,0,1
20,18,2,9,1934,1,9.45,179911.15,1,0,0,0
11,146,2,1,1861,3,11.55,2442809.75,0,0,0,1
8,112,5,8,1976,0,4.11,1792025.52,0,0,1,0
17,16,2,4,1859,2,12.29,192212.97,1,0,0,0
9,126,4,5,1935,3,8.59,1136469.03,0,0,0,1
13,64,4,6,1986,1,5.25,1220591.47,0,1,0,0
4,180,5,9,1968,3,1.09,2465501.05,0,1,0,0
5,148,1,5,2001,3,5.21,2291370.09,1,0,0,0
2,134,5,4,1906,1,3.93,1904960.77,0,0,0,1
7,47,3,8,1945,2,12.76,817612.13,0,1,0,0
3,56,3,8,2019,3,1.4,619597.45,0,0,1,0
1,40,1,1,1906,1,1.26,377221.01,1,0,0,0
15,140,5,6,1882,3,12.74,2328047.04,0,0,0,1
11,32,1,3,1884,3,12.98,407012.41,1,0,0,0
15,160,5,4,1987,1,6.36,2978831.26,1,0,0,0
19,191,3,9,2013,0,7.99,3518732.71,0,1,0,0
16,27,1,2,1943,0,7.49,308406.68,1,0,0,0
14,37,3,0,1989,2,13.91,421171.75,0,0,0,1
7,67,1,8,1961,2,9.35,926449.98,0,0,0,1
9,172,5,2,1939,1,7.97,2031090.59,0,1,0,0
2,90,2,1,1926,2,12.98,737310.41,0,0,0,1
16,16,5,9,1937,0,5.51,203665.31,0,1,0,0
2,165,4,4,1990,2,9.91,2908035.78,1,0,0,0
13,88,4,4,1959,0,4.99,1362421.61,0,0,0,1
7,120,4,3,1934,3,5.91,1934013.65,0,0,0,1
13,146,3,4,2000,0,5.23,2387032.78,0,0,1,0
18,182,5,3,1953,2,8.7,1740691.24,0,1,0,0
19,67,2,9,1950,0,4.88,563682.77,0,0,1,0
9,111,4,4,1877,3,12.53,1561146.52,0,0,0,1
11,124,2,9,1958,3,10.31,2110117.9,0,0,0,1
9,92,3,3,1882,0,3.62,1771752.01,1,0,0,0
17,119,5,9,2020,1,12.07,2279188.17,0,0,1,0
6,180,5,5,1900,1,3.45,2302112.38,1,0,0,0
8,18,2,3,1874,3,6.37,154150.38,0,0,1,0
8,112,4,8,1910,2,12.83,1741205.17,0,1,0,0
6,185,3,8,1954,1,9.1,2684512.79,0,0,0,1
19,107,1,1,1877,2,3.81,1027214.3,0,0,1,0
19,90,4,9,1850,2,2.94,1043923.75,1,0,0,0
19,31,3,2,2023,1,13.32,269349.77,0,0,0,1
16,181,2,5,2000,1,6.58,2746439.01,0,0,1,0
16,191,3,6,1979,3,14.04,2469396.7,1,0,0,0
2,140,3,6,1973,1,5.72,1984342.53,0,0,0,1
1,199,5,3,2007,3,14.52,3656106.64,0,1,0,0
11,127,2,6,1973,1,1.5,2331150.47,0,0,0,1
11,69,5,9,1936,2,2.8,897412.02,0,0,0,1
2,98,4,4,1994,1,7.31,1150185.16,1,0,0,0
19,91,3,1,1911,3,7.94,1060954.21,0,0,0,1
17,66,3,6,2021,3,1.59,901528.08,0,0,1,0
12,48,2,9,1891,3,5.27,581583.39,0,1,0,0
11,136,2,2,1998,2,1.9,1503749.89,0,0,1,0
5,106,1,4,1879,0,1.07,1206481.4,0,0,0,1
16,23,1,8,1911,1,7.28,397758.03,0,0,1,0
18,54,3,3,1899,1,0.65,449565.11,0,0,1,0
19,92,1,0,1885,0,7.42,1363548.88,0,0,0,1
10,24,1,9,1870,1,14.21,449452.85,0,0,1,0
6,94,4,5,1874,0,14.4,1262786.38,1,0,0,0
19,134,5,5,1906,1,4.55,2004365.96,1,0,0,0
20,142,1,2,2019,1,8.89,2837943.16,0,0,1,0
19,54,3,5,1904,0,1.58,905041.12,1,0,0,0
5,186,5,7,1961,3,14.2,3429128.71,0,0,1,0
8,129,5,6,1930,2,9.57,1915681.89,0,0,1,0
6,33,3,5,1891,2,14.43,533163.09,1,0,0,0
15,34,1,1,1912,2,10.48,277792.23,1,0,0,0
7,33,1,1,1966,3,14.36,348404.28,0,0,0,1
12,95,4,3,2002,3,12.87,870555.79,0,0,1,0
1,43,1,7,1863,0,4.78,484178.72,1,0,0,0
15,184,1,1,1866,1,12.85,2946951.18,0,1,0,0
14,113,1,8,1864,0,0.97,2118604.94,0,1,0,0
12,177,3,3,1914,3,3.22,2142555.48,0,1,0,0
16,123,1,6,1973,1,7.94,1332330.99,0,0,0,1
15,126,3,6,1931,3,13.09,2076917.95,1,0,0,0
10,68,2,1,1887,2,4.31,847587.55,1,0,0,0
9,151,3,7,1884,3,8.48,2509320.32,1,0,0,0
11,156,4,6,2002,0,13.39,2539910.48,0,0,0,1
6,164,4,6,1917,3,12.42,1765268.23,1,0,0,0
11,15,1,9,1982,3,10.81,128624.5,0,1,0,0
14,56,4,1,1923,0,8.08,1103135.67,0,0,0,1
6,122,2,6,1911,3,0.54,2127189.54,1,0,0,0
11,133,2,5,1894,1,11.22,1166295.16,0,0,0,1
14,140,2,5,1950,2,7.17,2533924.97,0,0,1,0
10,17,2,0,1856,3,4.18,160280.35,0,0,0,1
2,80,4,7,1866,0,4.43,725983.38,0,1,0,0
5,83,2,2,1870,2,6.17,671362.33,1,0,0,0
1,18,3,3,1950,3,1.49,234362.69,0,1,0,0
10,68,3,8,1889,1,1.83,761704.35,0,1,0,0
4,60,5,0,2013,1,5.04,738966.4,1,0,0,0
6,113,1,8,1926,3,6.43,1855322.5,0,0,1,0
16,66,4,9,1871,2,4.91,1077155.01,1,0,0,0
13,197,3,9,1989,0,11.04,2270819.22,0,1,0,0
9,98,5,4,1861,0,8.21,1048789.36,1,0,0,0
6,111,1,2,1852,0,4.28,1889395.15,0,0,1,0
12,25,5,9,1965,0,8.02,370791.5,0,0,0,1
2,45,3,1,1919,0,3.14,602604.81,0,0,1,0
15,174,4,1,2002,1,8.53,2066026.85,0,0,1,0
9,53,1,5,1974,1,4.91,713428.1,1,0,0,0
4,84,2,3,1938,2,6.86,1578941.02,1,0,0,0
18,127,5,0,1901,1,4.35,1777311.66,0,1,0,0
18,128,5,5,1967,0,1.68,1076802.85,1,0,0,0
17,78,2,1,1936,0,2.87,872146.0,0,1,0,0
19,68,3,1,1943,0,10.17,942650.65,0,0,0,1
10,73,5,4,1894,0,11.26,1153011.06,1,0,0,0
2,105,2,9,1977,3,6.95,1623113.59,0,0,0,1
15,61,5,4,1902,1,12.61,585747.06,0,0,0,1
7,168,3,5,1974,1,2.97,2827615.54,0,0,0,1
2,53,4,7,1913,3,9.24,719104.27,0,1,0,0
14,25,1,0,1870,1,6.41,499459.97,0,0,0,1
20,116,2,1,1972,2,9.89,1018865.25,0,0,1,0
3,113,3,6,1978,0,13.72,1785653.8,1,0,0,0
18,98,3,1,1975,2,10.67,1034093.2,0,1,0,0
9,83,1,5,2008,3,9.8,1089187.15,0,1,0,0
20,90,4,0,1919,3,13.75,1287343.73,0,1,0,0
14,145,2,9,1939,1,10.87,2311550.67,0,0,0,1
19,40,5,0,1993,3,9.17,380120.59,1,0,0,0
19,194,5,6,1998,2,13.11,2597359.91,1,0,0,0
18,169,2,5,2023,0,14.1,1848160.45,0,0,1,0
9,22,1,5,1870,0,4.19,321350.65,0,1,0,0
19,99,4,1,1942,3,8.42,1402659.76,0,1,0,0
6,29,2,5,1929,0,13.11,494085.36,0,0,1,0
5,123,5,6,2018,3,12.69,1068135.52,0,1,0,0
13,94,4,4,1922,1,4.62,875505.82,0,0,1,0
2,105,5,2,1898,2,9.57,873526.54,0,1,0,0
12,86,5,6,1891,2,5.61,1384838.22,1,0,0,0
10,41,2,8,1922,2,12.95,391889.65,0,0,1,0
16,143,2,8,1974,1,12.29,2024025.48,1,0,0,0
5,139,2,1,1907,0,10.7,2143299.42,0,0,1,0
11,101,2,4,1997,0,12.84,876131.25,0,0,1,0
20,126,4,0,1978,1,0.98,1976356.28,1,0,0,0
15,119,3,7,1894,0,13.77,1969050.45,0,0,0,1
16,38,2,3,1865,3,11.43,650093.44,0,0,1,0
17,196,1,0,1928,3,7.65,2393028.97,0,0,0,1
10,82,3,9,1924,1,4.74,1569166.01,0,1,0,0
17,117,1,6,1908,1,7.14,1433785.69,1,0,0,0
7,21,1,4,1928,3,3.48,393745.56,0,0,0,1
8,141,4,4,2013,0,3.26,2051271.38,1,0,0,0
2,91,1,2,1961,1,12.37,1240213.24,0,0,1,0
9,50,1,9,1932,0,12.04,744749.32,0,0,1,0
17,142,3,3,1950,3,1.92,1358066.02,0,1,0,0
1,178,4,4,2018,2,5.81,3397090.26,0,0,0,1
16,80,5,6,1896,1,4.36,849570.99,0,1,0,0
16,68,2,2,1922,2,6.66,915742.49,0,0,1,0
6,63,5,0,1948,3,3.78,642668.27,0,0,1,0
10,193,4,8,1972,0,13.7,2180957.37,1,0,0,0
2,158,4,6,1863,1,6.85,2459684.52,0,0,0,1
8,113,5,9,1881,1,14.14,1937447.77,0,0,0,1
9,95,5,8,2010,3,7.37,1757207.76,0,1,0,0
1,160,1,1,2002,1,4.23,1801147.26,0,1,0,0
6,134,2,3,1931,1,7.14,1117219.38,1,0,0,0
9,191,4,2,1963,2,9.14,3586551.65,0,0,1,0
14,78,5,9,1869,2,12.39,1166502.54,0,1,0,0
15,71,5,0,1941,1,3.93,793925.47,0,0,1,0
15,22,4,4,1967,0,14.83,379285.6,0,0,1,0
19,59,1,0,1975,3,8.07,515727.77,1,0,0,0
17,128,4,9,1879,2,1.84,2224735.73,0,0,1,0
10,144,3,8,1990,0,13.64,2240093.25,1,0,0,0
3,177,1,5,1890,2,10.04,1455360.34,0,0,1,0
11,45,4,1,1926,2,12.72,784713.09,0,0,1,0
10,72,2,7,2020,1,5.73,1188216.18,0,0,0,1
17,176,5,5,1967,3,8.25,2464071.63,0,0,0,1
20,155,3,7,1902,2,5.5,2122632.43,0,1,0,0
5,63,2,3,1860,0,9.64,1119088.26,1,0,0,0
10,160,5,3,1895,0,9.83,2483399.4,0,0,1,0
13,195,3,7,1947,3,2.86,2612244.13,0,1,0,0
19,87,3,8,1868,2,6.4,1585050.98,0,0,0,1
8,142,3,7,1875,2,6.81,1150686.78,0,1,0,0
17,97,2,6,2018,1,2.61,784687.1,0,0,1,0
18,111,2,7,1982,2,6.88,1124941.57,0,0,0,1
4,131,5,4,1871,1,11.21,1956959.3,0,1,0,0
9,170,1,0,1867,2,3.46,2464125.96,0,0,0,1
3,44,2,6,2010,2,7.46,541416.05,0,0,0,1
8,180,2,1,2015,0,0.51,3420192.97,0,0,1,0
11,160,3,9,1866,2,7.23,2661057.17,0,0,1,0
19,171,2,5,1855,0,7.56,3245256.09,0,0,1,0
4,154,3,2,2000,3,7.12,2409334.72,0,1,0,0
19,118,2,4,1987,0,11.78,2260788.8,1,0,0,0
7,23,4,1,1900,0,14.02,296147.7,1,0,0,0
17,49,3,7,1919,0,5.7,441517.25,0,0,1,0
2,161,3,8,1965,1,14.45,2118459.9,0,0,0,1
7,81,3,3,1978,0,10.26,929332.15,0,0,1,0
19,77,5,8,1979,1,0.86,1440641.44,0,1,0,0
11,190,3,6,1907,3,3.58,2735943.07,0,0,0,1
16,177,4,8,1892,1,5.81,1855238.26,0,0,1,0
11,191,3,6,1915,3,10.36,2303857.77,1,0,0,0
15,129,2,9,1927,1,11.26,2549444.35,0,0,1,0
6,62,1,5,1939,0,13.54,586474.31,0,0,0,1
3,52,5,4,1876,0,14.23,922023.56,0,0,0,1
14,58,4,0,1976,0,10.49,520146.16,0,1,0,0
16,145,4,1,1895,3,12.17,2575855.87,0,1,0,0
2,172,5,4,1948,2,8.73,1972806.29,0,0,0,1
1,173,1,4,1964,1,14.43,1951873.25,0,0,1,0
1,45,3,1,1954,1,0.71,437253.45,1,0,0,0
8,16,5,4,2022,2,13.6,285950.23,0,0,1,0
5,34,5,1,1874,0,7.8,301462.98,1,0,0,0
17,174,2,8,1916,1,9.9,2405286.84,0,0,1,0
3,65,5,8,1906,2,14.45,1200467.76,1,0,0,0
10,90,5,6,1980,2,9.52,1351725.37,0,1,0,0
14,173,5,5,2010,2,2.42,2328490.48,0,0,0,1
16,192,4,1,1965,1,6.56,2794554.47,0,0,1,0
6,123,2,7,1961,3,13.18,2247682.75,0,1,0,0
8,151,2,1,1926,1,14.43,1236847.52,0,0,0,1
7,29,4,4,2018,1,11.57,265630.92,1,0,0,0
